seq_name,duplicate_seqs
MF056060.1,MF056069.1;MF056084.1;MF056085.1;MF056090.1;MF056180.1;MF056220.1;MF056227.1;MF056279.1;MF056442.1;MF056443.1;MF056481.1;MF056668.1;MF056676.1;MF056690.1;MF056908.1;MF057079.1;MF057219.1;MF057221.1;MF057231.1;MF057394.1
KU521489.1,KU521490.1
AY495229.1,KM101825.1
KY645618.1,KY645626.1;KY645649.1
KJ446738.1,KJ446739.1
GU392051.1,GU392052.1;GU392053.1
KY409522.1,KY409651.1
EU007861.1,FJ951608.1;FJ951609.1
FJ770971.1,GQ337618.1;GQ337619.1
AP008387.1,AP008695.1
KC993988.1,KC993992.1
EU545438.2,EU545448.2
KM102046.1,KM102074.1
MF695899.1,MF695911.1
KU686569.1,KU686631.1
KX457529.1,KX457533.1;KX457535.1;KX457539.1;KX457541.1;KX457544.1;KX457547.1;KX457548.1;KX457560.1;KX457567.1;KX457570.1;KX457572.1;KX457575.1;KX457576.1
KX457191.1,KX457197.1
KF450947.1,KY824897.1
KX456660.1,KX456665.1
MF056421.1,MF056446.1
MF058270.1,MF058271.1
KF161216.1,KF162173.1
KF148170.1,KF148174.1;KF148189.1;KF148443.1;KF148495.1
JQ324814.1,JQ324818.1
MF057464.1,MF057482.1;MF057498.1;MF057528.1;MF057540.1;MF057555.1;MF057590.1;MF057599.1;MF057607.1;MF057629.1;MF057679.1;MF057708.1;MF057785.1;MF057844.1;MF057986.1;MF058032.1;MF058048.1;MF058051.1;MF058087.1;MF058092.1;MF058145.1;MF058174.1;MF058234.1;MF058281.1;MF058287.1;MF058310.1;MF058339.1;MF058342.1;MF058356.1;MF058401.1;MF058471.1;MF058472.1;MF058479.1;MF058483.1;MF058490.1;MF058506.1;MF058537.1;MF058578.1
KF540506.1,KF540510.1
DQ149515.1,DQ149516.1;DQ149519.1
MF058013.1,MF058038.1;MF058039.1;MF058070.1;MF058293.1;MF058587.1
JF824892.2,JF824985.2
KC345835.1,KC345853.1;KC345856.1;KC345859.1;KC345861.1;KC345862.1;KC345939.1;KC345967.1;KC346000.1;KC346042.1;KC346080.1
MF522855.1,MF522875.1
JX153175.1,JX153254.1
KU534960.1,KU534961.1;KU534962.1
MG571122.1,MG571133.1
KF162081.1,KY670971.1
KY645895.1,KY645931.1
KF148577.1,KF148579.1
JX153783.1,KF162954.1
MF056129.1,MF057245.1
MG273027.1,MG273034.1
MH142589.1,MH378688.1
MG571167.1,MG571186.1
JQ703489.1,JQ703551.1
JX900412.1,JX900774.1
JX153903.1,KF162913.1
DQ282466.1,DQ282467.1;DQ282468.1;DQ282471.1
FJ383726.1,FJ383727.1;FJ383728.1;FJ383729.1;FJ383730.1;FJ383731.1;FJ383732.1;FJ383733.1
MF057813.1,MF058169.1;MF058222.1;MF058557.1
GU810038.1,GU810044.1
KY409569.1,KY410021.1
KY671011.1,KY671125.1
JX153638.1,KF162442.1
MF381501.1,MF381514.1
KF148083.1,KF148208.1
GQ129150.1,GQ129151.1;KJ446118.1
KF161262.1,KF161553.1
KF540980.1,KF540982.1
GU810016.1,GU810017.1;GU810019.1;GU810028.1;GU810065.1
KF148106.1,KF148402.1;KF148439.1
KU683081.1,KU683178.1;KU683405.1;KU683459.1
JX900430.1,JX900838.1;JX900862.1
KJ185905.1,KJ185925.1
FJ168713.1,FJ168714.1
KC994096.1,KC994110.1
KF056313.1,KF056314.1;KF056315.1;KF056316.1;KF056317.1
KX456486.1,KX456576.1;KX456580.1;KX456594.1
GU810014.1,GU810020.1;GU810050.1;GU810052.1;GU810055.1
KX457440.1,KX457446.1
KJ185593.1,KJ185594.1
KX456513.1,KX456541.1
MF381392.1,MF381393.1;MF381405.1;MF381411.1;MF381412.1;MF381487.1;MF381519.1
MG273071.1,MG273077.1
MF523090.1,MF523160.1
KM103653.1,KM103655.1
KC622110.1,KC622243.1;KC622246.1
KY409742.1,KY409826.1;KY410194.1
EU443449.1,EU443451.1;EU443452.1;EU443453.1;FJ383257.1;FJ383258.1;FJ383259.1;FJ383260.1;FJ383261.1;FJ383262.1;FJ383263.1;FJ383264.1;FJ383265.1;FJ383266.1;FJ383269.1;FJ383270.1
KJ154620.1,KJ154628.1
JQ705953.1,KC763393.1;MH001823.1
MF057091.1,MF057112.1
KJ856767.1,KM576772.1
KY408870.1,KY408900.1;KY408960.1;KY408971.1;KY408992.1;KY408995.1;KY409066.1;KY409121.1;KY409129.1;KY409143.1;KY409158.1;KY409166.1;KY409191.1;KY409210.1;KY410227.1
KC345958.1,KC346178.1;KC346194.1
KT749788.1,KT749789.1
KY409101.1,KY409489.1
MF056285.1,MF056287.1;MF056914.1;MF057151.1
KY408850.1,KY408880.1;KY408956.1;KY409007.1
MG272854.1,MG272856.1
JX152900.1,KF162877.1
KC257345.1,KC257346.1;KC257347.1;KC257348.1;KC257349.1;KC257351.1;KC257352.1;KC257356.1
KJ446087.1,KJ446088.1
KF161538.1,KF161881.1
MG672501.1,MG672506.1;MG672507.1
EU052292.1,EU259709.1;EU327782.1;EU523126.1;EU862197.1;GU320192.1;GU571200.1;GU585492.1;HM054510.1
JX152906.1,KF162716.1
KY408326.1,KY408584.1;KY408768.1;KY408779.1;KY408783.1
GU810022.1,GU810027.1
EU443443.1,EU443444.1
KU683093.1,KU683314.1
EU742155.1,EU742157.1;EU742158.1;EU742160.1
EU443459.1,EU443461.1
GU392063.1,GU392064.1;GU392065.1
JX153155.1,KF162705.1
KY410058.1,KY410134.1
HQ651697.1,HQ651698.1;HQ651701.1
KF162995.1,KY782178.1
KX456693.1,KX456704.1
MG273081.1,MG273082.1;MG273083.1
KX457096.1,KX457114.1
KX457186.1,KX457199.1
JQ797888.1,JQ797889.1
JX153401.1,KF162732.1
HM041972.1,JQ702446.1
MG272592.1,MG272593.1;MG272594.1;MG272596.1
KY409068.1,KY409201.1
JX153540.1,JX153872.1
KJ185607.1,KJ185695.1
KC257357.1,KC257397.1
DQ305012.1,KM986592.1
JF824867.2,JF824960.2
KU686493.1,KU686584.1
HQ651678.1,HQ651680.1
JX307099.1,KY782207.1
MG672502.1,MG672503.1
JX153834.1,JX153843.1
KY408923.1,KY409029.1;KY409072.1
KY408939.1,KY408959.1;KY408973.1;KY408997.1;KY409005.1;KY409104.1
KU686511.1,KU686561.1
HQ287883.1,HQ287888.1
KX456881.1,KX456887.1
KY408984.1,KY409019.1;KY409063.1;KY409574.1
KJ154241.1,KJ154279.1;KJ154321.1;KJ154349.1;KJ154382.1;KJ154413.1
EU443447.1,EU443448.1
KX440336.1,KX440337.1
KM252733.1,KM252735.1
KJ185400.1,KJ185408.1
JQ703745.1,MF973196.1
DQ856316.1,EF421157.1;FJ210876.1
JX152902.1,JX153835.1;JX154018.1
KJ185619.1,KJ185636.1
JQ704682.1,MH542466.1
MF381293.1,MF381296.1;MF381300.1;MF381301.1;MF381305.1;MF381318.1;MF381319.1;MF381335.1;MF381370.1;MF381373.1;MF381376.1;MF381379.1;MF381380.1;MF381382.1;MF381419.1;MF381429.1;MF381450.1;MF381454.1;MF381456.1;MF381469.1;MF381477.1
MF381330.1,MF381336.1;MF381337.1;MF381471.1;MF381475.1
FJ951457.1,KJ446486.1
KX457074.1,KX457075.1;KX457084.1
MF056017.1,MF056549.1;MF057310.1;MF057362.1
MF057335.1,MF058197.1
KF148192.1,KF148207.1
KJ154913.1,KJ154937.1
JQ704700.1,KC533459.1
JX128054.1,JX128062.1
KM051469.1,KM051471.1
AP008458.1,AP008670.1
JF979206.1,JF979207.1;JF979208.1
KY409038.1,KY410145.1
KT726004.1,KT726038.1
KF450992.1,MF523174.1;MF523191.1;MF523195.1;MF523210.1;MF523212.1
MF055969.1,MF056833.1;MF056839.1
KF540808.1,KF540818.1
KY408927.1,KY408974.1;KY409060.1;KY409150.1;KY409165.1;KY409772.1
AY495311.1,AY495315.1;AY495320.1
EU092799.1,EU092800.1
EF093542.1,EF093543.1
JX153598.1,JX153854.1
KY408595.1,KY408730.1
KY409169.1,KY409475.1;KY409486.1;KY409983.1;KY410167.1
KU683011.1,KU683143.1
KJ154533.1,KJ154540.1;KJ154545.1
JX900544.1,JX900711.1
KF148223.1,KF148224.1;KF148238.1;KF148248.1;KF148274.1;KF148318.1;KF148574.1
JX153807.1,JX153808.1;JX153812.1
KC867115.1,KC867122.1
JN580589.1,KF161591.1
JQ324705.1,JQ324807.1;JQ324859.1;JQ324865.1;JQ324935.1
KX456683.1,KX456688.1;KX456691.1;KX456695.1;KX456697.1
HQ384176.1,HQ384177.1
KJ154909.1,KJ154912.1;KJ154917.1;KJ154921.1;KJ154928.1
MF522967.1,MF522968.1
JX128042.1,JX128058.1;JX153803.1
FJ348159.1,FJ348160.1
MF055961.1,MF056724.1;MF057124.1
JQ324684.1,JQ324926.1
FJ383213.1,FJ383214.1
MF381297.1,MF381308.1;MF381309.1;MF381360.1;MF381387.1;MF381422.1;MF381425.1;MF381428.1;MF381433.1
KY645791.1,KY645813.1;KY645819.1;KY645821.1
MF055941.1,MF055950.1;MF055999.1;MF056044.1;MF056061.1;MF056066.1;MF056072.1;MF056074.1;MF056095.1;MF056135.1;MF056153.1;MF056178.1;MF056179.1;MF056182.1;MF056197.1;MF056240.1;MF056241.1;MF056246.1;MF056250.1;MF056263.1;MF056264.1;MF056316.1;MF056319.1;MF056350.1;MF056400.1;MF056497.1;MF056499.1;MF056530.1;MF056532.1;MF056560.1;MF056679.1;MF056723.1;MF056817.1;MF056859.1;MF056864.1;MF056912.1;MF056913.1;MF056970.1;MF057000.1;MF057030.1;MF057070.1;MF057075.1;MF057076.1;MF057123.1;MF057186.1;MF057191.1;MF057215.1;MF057230.1
FJ383327.1,FJ383328.1;FJ383329.1;FJ383330.1
JX153169.1,JX153991.1
JX669286.1,JX669299.1;JX669300.1
JX273296.1,KF451707.1;KF451732.1
KJ185807.1,KJ185810.1
GU392104.1,GU392105.1
JX900483.1,JX900504.1;JX900656.1;JX900690.1;JX900701.1;JX900705.1;JX900709.1;JX900721.1;JX900728.1
KF540676.1,KF540678.1
KC345886.1,KC345887.1
KJ185617.1,KJ185622.1;KJ185641.1;KJ185906.1
HM036534.1,HM036543.1
GU392102.1,GU392103.1
JX128067.1,JX128079.1;JX152852.1;JX153503.1;KF162530.1
AY339478.2,AY339481.2;AY339482.2
MF058066.1,MF058067.1
EU095246.1,FJ168763.1
KJ185615.1,KJ185780.1;KJ185903.1
KY408480.1,KY408521.1;KY408656.1;KY408748.1
MG646086.1,MG952823.1;MG952852.1
FJ383630.1,FJ383632.1;FJ383633.1;FJ383638.1;FJ383640.1
MF055902.1,MF055907.1
GU903270.1,HM485691.1
KY680838.1,KY680839.1;KY680840.1;KY680841.1
AP008331.1,AP008574.1;AP008746.1;AP008749.1
FJ383339.1,FJ383340.1;FJ383341.1;FJ383342.1;FJ383343.1;FJ383344.1;FJ383345.1
KT277304.1,KX351865.1
AY950291.2,AY950292.2;AY950295.2;DQ149512.1;DQ149513.1;DQ149514.1;DQ149517.1;DQ149518.1
KF451227.1,KF451230.1;KF451231.1
MF523101.1,MF523175.1;MF523196.1;MF523197.1;MF523199.1
FJ467957.1,FJ467958.1;FJ467959.1;FJ467960.1;FJ467961.1;FJ467962.1;FJ467963.1
AY339591.1,AY339592.1;AY495210.1;AY495216.1
HM771186.1,HM771187.1
MF381480.1,MF381483.1
MF523084.1,MF523129.1
KC252357.1,KC252486.1;KC252492.1
MF523139.1,MF523205.1
FJ383668.1,FJ383669.1
MF523103.1,MF523117.1
KX456898.1,KX456900.1;KX456907.1;KX456913.1;KX456914.1
KU523324.1,KU523325.1
JX900356.1,JX900655.1;JX900681.1
GQ895165.1,KT726077.1
KX609422.1,KY348641.1
MF522982.1,MF522983.1
AP012369.1,AP012373.1;AP012384.1
KC252355.1,KC252493.1
AP008317.1,AP010725.1
KY409307.1,KY409833.1
KM051475.1,KM051476.1
MF057346.1,MF057347.1
JF717356.1,JF717357.1;JF717358.1
KT819218.1,KT819219.1
KY409301.1,KY409951.1
JX900358.1,JX900687.1
KT213750.1,KT213771.1
KJ154359.1,KJ154427.1
HQ914446.1,KC757125.1
JF824849.2,JF824942.2
KJ446573.1,KJ446574.1;KJ446575.1;KJ446576.1;KJ446577.1;KJ446578.1
KC252349.1,KC252351.1;KC252431.1;KC252461.1
MF056141.1,MF057004.1;MF057009.1
KJ154179.1,KJ154431.1
KJ154522.1,KJ154523.1;KJ154529.1;KJ154532.1
AP012393.1,AP012395.1;AP012396.1;AP012397.1;AP012398.1;AP012399.1;AP012401.1;AP012402.1;AP012403.1;AP012404.1;AP012408.1;AP012411.1;AP012412.1;AP012413.1
FJ951490.1,FJ951511.1;FJ951545.1;FJ951603.1
KX457155.1,KX457623.1
JX153471.1,JX153472.1;JX153506.1
MF522852.1,MF522877.1
MF523076.1,MF523111.1;MF523142.1;MF523184.1
JQ798029.1,JX153070.1
KF451695.1,KF451704.1
JQ704895.1,KC146708.1
MF043466.1,MF043491.1
MF057740.1,MF058259.1;MF058260.1;MF058581.1
KC252345.1,KC252427.1
EU443511.1,EU443514.1
JN214418.1,JN214419.1
AP008286.1,AP008685.1;AP008858.1
JX900332.1,JX900337.1;JX900341.1;JX900365.1;JX900665.1;JX900666.1;JX900672.1;JX900677.1;JX900678.1;JX900685.1
JX153708.1,JX153792.1;JX153976.1;KF162757.1;KF163037.1;MF002496.1
MF523070.1,MF523218.1
MF057682.1,MF057686.1;MF057693.1;MF057696.1;MF057725.1;MF057864.1;MF058365.1
AP008307.1,AP010709.1
KY409479.1,KY409896.1
JX900491.1,JX900615.1
MF381287.1,MF381303.1;MF381437.1;MF381446.1;MF381447.1;MF381496.1;MF381507.1;MF381508.1
KC252341.1,KC252475.1
KJ154193.1,KJ154255.1
JX152784.1,JX152984.1;JX153554.1
KY409326.1,KY410190.1
EU482379.1,EU482381.1;EU482382.1
EU443496.1,EU443497.1
KX457361.1,KX457371.1
KY824845.1,KY825079.1
FJ383194.1,FJ383202.1
DQ904330.1,GU296564.1;GU296581.1
KU683566.1,KU683570.1
MF056233.1,MF056234.1
HQ231912.1,JQ703953.1
GU123004.1,GU123024.1
KJ154905.1,KJ154908.1;KJ154911.1;KJ154934.1
AP008276.1,AP008324.1;AP008622.1;AP008748.1;AP008762.1;AP011024.1;DQ272123.1
JX669259.1,JX669291.1
MG272940.1,MG272943.1
KY645518.1,KY645520.1;KY645521.1;KY645527.1;KY645550.1
KF148352.1,KF148372.1
KY408314.1,KY408386.1;KY408393.1;KY408429.1;KY408472.1;KY408509.1;KY408793.1
KJ154275.1,KJ154366.1;KJ154393.1;KJ154463.1;KJ154948.1;KJ154949.1
KY645533.1,KY645548.1
MF057897.1,MF058201.1;MF058301.1;MF058497.1
KY409685.1,KY409973.1
KP346056.1,KP346059.1
JN253423.1,JN253425.1
KF451150.1,KF451224.1
KY645551.1,KY645587.1;KY645588.1;KY645594.1
KP346050.1,KP346058.1
MF381299.1,MF381495.1
KF148121.1,KF148453.1;KF148544.1;KF148550.1;KF148565.1
HQ700842.1,HQ700843.1
JQ324763.1,JQ324857.1
KU683471.1,KU683476.1;KU683509.1
EU092832.1,EU092860.1
KJ185528.1,KJ185529.1
MF523074.1,MF523214.1
KU683335.1,KU683344.1
MF055765.1,MF057329.1;MF058117.1;MF058433.1;MF058434.1;MF058531.1;MF058545.1;MF058547.1
MF056476.1,MF057225.1
KF540511.1,KF540539.1
AP008629.1,AP008766.1
AP008797.1,AP010698.1
KX457222.1,KX457245.1
AY495095.1,AY495111.1
KJ154721.1,KJ154722.1;KJ154724.1;KJ154726.1;KJ154730.1;KJ154731.1;KJ154732.1;KJ154733.1;KJ154738.1;KJ154739.1;KJ154742.1;KJ154785.1
JX987458.1,KC251750.1
KX467291.1,KX467292.1
MF522882.1,MF522899.1
GU810048.1,GU810079.1
FJ168724.1,FJ168725.1
AY339440.1,AY339441.1;AY339442.1
JF824853.2,JF824946.2
MF057483.1,MF057497.1;MF057514.1;MF057549.1;MF057560.1;MF057567.1;MF057594.1;MF057627.1;MF057640.1;MF057641.1;MF057666.1;MF057672.1;MF057676.1;MF057691.1;MF057742.1;MF057770.1;MF057771.1;MF057778.1;MF057781.1;MF057825.1;MF057827.1;MF057839.1;MF057868.1;MF057896.1;MF057945.1;MF057950.1;MF057983.1;MF057996.1;MF057997.1;MF058041.1;MF058068.1;MF058083.1;MF058151.1;MF058181.1;MF058211.1;MF058275.1;MF058282.1;MF058297.1;MF058351.1;MF058357.1;MF058358.1;MF058376.1;MF058380.1;MF058446.1;MF058455.1;MF058457.1;MF058482.1;MF058487.1;MF058517.1
KY409234.1,KY409355.1;KY409527.1;KY410068.1
KX456585.1,KX457329.1;KX457644.1
KY408360.1,KY408396.1
KY923844.1,KY923846.1;KY923848.1;KY923851.1
MF522858.1,MF523088.1
JF824900.2,JF824993.2
KF148133.1,KF148136.1;KF148152.1
KJ446571.1,KJ446572.1
GQ228844.1,HM352798.1
MF057303.1,MF057791.1;MF057804.1
KC345794.1,KC345806.1;KC345821.1
JQ798039.1,JQ798040.1
KF148135.1,KF148149.1;KF148156.1
MF057899.1,MF057913.1
KY409501.1,KY409783.1;KY409886.1
JQ705522.1,KF161982.1
KT819222.1,KT819223.1
JX900752.1,JX900818.1
JF824847.2,JF824940.2
KJ185546.1,KJ185717.1;KJ185720.1
KF540624.1,KF540638.1
KF541008.1,KF541015.1;KF541048.1;KF541052.1;KF541053.1
JF975728.1,JF979034.1
MF056172.1,MF056622.1
KU683190.1,KU683203.1;KU683436.1
KX456595.1,KX456605.1;KX456612.1
JX153373.1,JX153935.1;JX153936.1;KF162535.1;KF162778.1
EU482363.1,EU482364.1
KY409586.1,KY409600.1
KY409222.1,KY409868.1
HM171275.1,HM171276.1
KU683192.1,KU683220.1
KU683250.1,KU683258.1
MF055879.1,MF057432.1
JQ703254.1,KJ446321.1;KJ446322.1;KJ446323.1
KU683323.1,KU683329.1
EU597556.1,KJ446172.1
MF043473.1,MF043485.1;MF043495.1
MF696032.1,MF696049.1;MF696076.1
EU597551.1,KJ446068.1
KC345768.1,KC345771.1
KY409220.1,KY410165.1
MF057758.1,MF058128.1
MF058149.1,MF695904.1;MF695914.1
MG571207.1,MG571221.1
JX153343.1,JX154051.1
JX900473.1,JX900482.1;JX900510.1;JX900759.1
KX457050.1,KX457054.1;KX457056.1;KX457061.1;KX457066.1
KX456477.1,KX456479.1
GQ398480.2,GQ398481.2;GQ398482.2;GQ398483.2;GQ398484.2;GQ398485.2;GQ398486.2;GQ398488.2;GQ398489.2;GQ398490.2
AP008592.1,AP008643.1;AP010750.1
MG672483.1,MG672487.1;MG672496.1
KX457190.1,KX457201.1
FJ467971.1,FJ467982.1
KC345764.1,KC345779.1
JX153493.1,JX153786.1;JX153787.1
AP008380.1,AP008632.1;AP009472.1;AP010729.1;AP011015.1;AP011055.1
AP012379.1,AP012380.1;AP012385.1
KJ154810.1,KJ154811.1
MF056312.1,MF056314.1
GU296621.1,JQ702190.1
MF055871.1,MF055876.1;MF056055.1
KX457182.1,KX457195.1
KF161634.1,KF162059.1
MF056990.1,MF056997.1
KX467326.1,KX467327.1
KJ446442.1,KJ446443.1
MF056310.1,MF056474.1
KJ154702.1,KJ154712.1
KY408346.1,KY408436.1;KY408503.1;KY408505.1;KY408569.1;KY408614.1;KY408638.1;KY408672.1
JF824841.2,JF824934.2
JQ702797.1,JQ702896.1
JX153784.1,KF162860.1
HQ114262.1,JN202726.1
KF540890.1,KF540900.1;KF540906.1;KF540909.1;KF540910.1;KF540915.1;KF540920.1;KF540922.1;KF540923.1;KF540924.1;KF540929.1;KF540935.1;KF540939.1
DQ282403.1,DQ282405.1;DQ282407.1
KC252465.1,KC252524.1
KU683206.1,KU683317.1;KU683555.1
KY408318.1,KY408371.1;KY408372.1;KY408415.1;KY408490.1;KY408532.1;KY408564.1;KY408580.1;KY408617.1;KY408650.1;KY408652.1;KY408700.1;KY408776.1;KY408785.1;KY408801.1;KY408829.1;KY408832.1
JQ703816.1,JQ704355.1
MF055777.1,MF055797.1;MF055835.1;MF055873.1;MF055878.1;MF055883.1;MF055924.1;MF057344.1;MF057392.1;MF057417.1
MF055783.1,MF057527.1;MF057903.1;MF058435.1;MF058525.1;MF058560.1
MF381555.1,MF381569.1
JX153958.1,KF451814.1
KF162932.1,KF451212.1
MF055779.1,MF055782.1;MF055802.1;MF055820.1;MF055834.1;MF055854.1;MF055881.1;MF055920.1;MF055926.1;MF055930.1;MF057259.1;MF057271.1;MF057281.1;MF057301.1;MF057321.1;MF057368.1;MF057438.1;MF057447.1
KY680952.1,KY680953.1;KY680954.1;KY680955.1;KY680956.1;KY680958.1;KY680960.1;KY680962.1
FJ168731.1,FJ168732.1
JX153501.1,KF163048.1
JX297145.1,KF451813.1
KX456467.1,KX456474.1
KF148145.1,KF148161.1;KF148311.1;KF148326.1
MF055755.1,MF055766.1;MF055771.1;MF055772.1;MF055778.1;MF055788.1;MF055796.1;MF055813.1;MF055824.1;MF055826.1;MF055868.1;MF055877.1;MF055885.1;MF055888.1;MF055893.1;MF055919.1;MF055927.1;MF057287.1;MF057298.1;MF057311.1;MF057323.1;MF057364.1;MF057365.1;MF057384.1;MF057388.1
FJ383523.1,FJ383524.1;FJ383525.1
KF540615.1,KF540618.1
KY409741.1,KY409864.1;KY409894.1
JQ797966.1,JQ797967.1
KY409513.1,KY409726.1;KY409912.1;KY409994.1
KC622060.1,KC622233.1
KJ154710.1,KJ154711.1
JX152992.1,JX153368.1;JX153417.1;JX154068.1;KF162553.1;KF162555.1
KJ446073.1,KJ446074.1
KC345824.1,KC345833.1;KC345857.1;KC345940.1;KC346038.1;KC346082.1;KC346084.1
GU296597.1,GU296613.1
AY495272.1,AY495273.1;KF161577.1;KM047204.1;KP635213.1
FJ383285.1,FJ383290.1
KT213758.1,KT213759.1;KT213761.1;KT213805.1
MF057616.1,MF058236.1;MF058248.1
EU443509.1,EU443510.1
KY409126.1,KY409711.1
KJ185451.1,KJ185724.1
MG672504.1,MG672509.1;MG672510.1
KY680940.1,KY680941.1
MF498734.1,MF498736.1
KU683035.1,KU683434.1;KU683481.1;KU683523.1
MF057473.1,MF058509.1;MF058515.1;MF695882.1
AP012375.1,AP012382.1
KU682952.1,KU683001.1
KF148272.1,KF148505.1
KY670864.1,KY671083.1
KU683096.1,KU683310.1;KU683417.1;KU683564.1
FJ383531.1,FJ383533.1
JQ705324.1,MG009577.1
HM771217.1,HM771218.1
KJ669144.1,KJ669154.1
JX900340.1,JX900659.1;JX900679.1
KF148153.1,KF148309.1;KF148310.1;KF148313.1;KF148325.1
KP229441.1,KP229452.1
KY408478.1,KY408500.1;KY408561.1;KY408566.1;KY408687.1;KY408705.1;KY408709.1
KF451421.1,KF451427.1
KF148276.1,KF148302.1
KM656453.1,KM656454.1
JX154019.1,KF162820.1
KF148151.1,KF148166.1;KF148312.1;KF148316.1;KF148323.1
GU296557.1,JQ702806.1
MF057750.1,MF057753.1
KY409668.1,KY409804.1
JX273251.1,JX273275.1
AY339515.1,AY339516.1;AY339517.1;AY339519.1;AY339520.1;AY339521.1
KF450988.1,KY824900.1
MF057856.1,MF057862.1
KC345814.1,KC345816.1
KJ856835.1,MG646232.1
JX171083.1,JX171084.1;JX171085.1
HM171279.1,HM171280.1
KC345812.1,KC346039.1;KC346041.1
KY408400.1,KY408594.1;KY408612.1;KY408665.1;KY408710.1
GU392066.1,GU392067.1;GU392068.1
KU752559.1,KU752560.1;KU752564.1
KY408443.1,KY408611.1
KJ445873.1,KX440265.1
KF451101.1,KF451103.1;KF451113.1;KF451121.1;KF451127.1
KU682890.1,KU682970.1;KU682971.1;KU683116.1
MF058203.1,MF058205.1;MF058207.1
KF161487.1,KF161997.1
JQ704209.1,KF161474.1
KJ676977.1,KY615004.1
JX153436.1,KF162850.1
KP172388.1,KP172417.1
JX153827.1,MF589084.1
MF695883.1,MF695891.1
AY495192.1,KF161559.1;KF162216.1
DQ902695.1,DQ902701.1;DQ902703.1;KU375197.1
MF057471.1,MF057479.1;MF057488.1;MF057505.1;MF057510.1;MF057537.1;MF057539.1;MF057626.1;MF057649.1;MF057677.1;MF057703.1;MF057710.1;MF057739.1;MF057752.1;MF057846.1;MF057919.1;MF057939.1;MF057982.1;MF057989.1;MF057992.1;MF058003.1;MF058005.1;MF058006.1;MF058011.1;MF058020.1;MF058042.1;MF058131.1;MF058132.1;MF058133.1;MF058134.1;MF058175.1;MF058192.1;MF058226.1;MF058228.1;MF058229.1;MF058317.1;MF058372.1;MF058402.1;MF058443.1;MF058450.1;MF058464.1;MF058468.1;MF058493.1;MF058527.1;MF058563.1
MF522954.1,MF522956.1
KY408986.1,KY409873.1;KY410049.1;KY410123.1
KC252395.1,KC252417.1
EF114279.1,EF114280.1;EF114281.1
MF695974.1,MF696037.1;MF696048.1;MF696088.1
KX457629.1,KX457640.1
KF161243.1,KF161768.1;KF162035.1;KF162126.1;KM101981.1
KF161579.1,KF162090.1;KF162223.1
KY408905.1,KY408918.1;KY409946.1;KY410106.1;KY410154.1
JX152848.1,JX152933.1;JX153789.1;KF162818.1;KF163026.1
JX153202.1,JX153584.1;JX153831.1
JX153416.1,JX153650.1
KC346227.1,KC346228.1
JQ324588.1,JQ324594.1;JQ324809.1
MF057565.1,MF057569.1
AY339503.2,KF146236.1
KU682948.1,KU682954.1;KU682987.1
KP172392.1,KP172404.1;KP172413.1
JX153142.1,JX153345.1;JX153664.1
JX669420.1,JX669421.1;JX669422.1
KF161698.1,KF162005.1
JX153200.1,JX153513.1;JX153754.1
KT725876.1,KT725905.1
KY645804.1,KY645828.1
EU600369.1,KJ445991.1;KJ445992.1;KJ445993.1;KJ445994.1;KJ445995.1;KJ445996.1
JQ798111.1,JQ798112.1
KF451140.1,KJ445929.1;KJ445930.1
KF148385.1,KF148428.1;KF148444.1;KF148562.1;KF148588.1
KF056243.1,KF056244.1
MF057850.1,MF058179.1;MF058184.1;MF058371.1;MF058382.1
KY680861.1,KY680863.1;KY680864.1
KJ185757.1,KJ185759.1
KF148072.1,KF148079.1;KF148171.1;KF148198.1;KF148211.1
MF588829.1,MF588850.1;MF588851.1
JX900575.1,JX900593.1
KY408431.1,KY408658.1
KC733250.1,KC733252.1
KJ154846.1,KJ154863.1
GQ983074.1,GQ983080.1
KY408882.1,KY408895.1;KY409366.1;KY410146.1
KF451130.1,KY824902.1
KX457208.1,KX457209.1
MF695960.1,MF695963.1
MF055763.1,MF055887.1;MF055908.1
EU597565.1,KJ445822.1
KF540851.1,KF540852.1;KF540861.1;KF540870.1;KF540886.1;KF540888.1
MG272634.1,MG272670.1
MG273102.1,MG273107.1
KC763437.1,KC763439.1
KF148512.1,KF148515.1;KF148528.1
KF450979.1,KF450984.1
MG637059.1,MG637060.1
MF695900.1,MF695942.1
JX303754.1,MF055857.1
FJ951525.1,FJ951578.1
KF148510.1,KF148519.1;KF148536.1
KF540857.1,KF540865.1;KF540873.1;KF540878.1
KP172371.1,KP172380.1;KP172386.1
KC257350.1,KC257353.1;KC257354.1
JX153859.1,KF162463.1
KC985153.1,KC985154.1
KY645717.1,KY645736.1
KJ154250.1,KJ154256.1;KJ154390.1;KJ154456.1
JX153561.1,JX153714.1;JX171099.1;MF103676.1
KF148159.1,KF148210.1;KF148261.1;KF148273.1;KF148288.1;KF148303.1;KF148390.1;KF148560.1
KJ154230.1,KJ154394.1
KX457256.1,KX457275.1
AF346979.1,AY519485.2;KF148168.1;KF148175.1
KX457333.1,KX457345.1
JX900583.1,JX900584.1
MF696018.1,MF696021.1;MF696024.1
KY645727.1,KY645728.1
MF696091.1,MF696105.1
MF056083.1,MF056417.1;MF056653.1
KX456494.1,KX457462.1;KX457472.1
FJ383690.1,FJ383691.1
JX152815.1,JX153467.1
KU682894.1,KU683152.1
EU092784.1,EU092785.1
